"x514403258400776192",2014-09-23 13:17:48,"x25073877","realDonaldTrump","""@donallentown: @realDonaldTrump @KyleKissKiss not only do you have a great name.. you'd win and do a great job. Hug @IvankaTrump for me :)""","Twitter for Android",140,,,,FALSE,FALSE,20,11,,,,,,,,,,,,,,"x2767166765 25073877 44596151 52544275","donallentown realDonaldTrump KyleKissKiss IvankaTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508186362244505600",2014-09-06 09:34:05,"x25073877","realDonaldTrump","""@P01YN0NYM0U55: ! @vikdam @jamandatrtl imagine how mad you'd be to watch your healthy child crash hard after vaccine then doctors mock you""","Twitter for Android",140,,,,FALSE,FALSE,86,80,,,,,,,,,,,,,,"x2352127176 582345297 2560728185","P01YN0NYM0U55 vikdam jamandatrtl","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/65b4760a2b411e11.json","New Jersey","New Jersey, USA","admin","United States","US","40.6548009 -74.6970772","-74.6970772 40.6548009","-75.563587 -73.88506 -73.88506 -75.563587 38.788657 38.788657 41.357424 41.357424"
"x509814075787051008",2014-09-10 21:22:02,"x25073877","realDonaldTrump","If Obama resigns from office NOW, thereby doing a great service to the country—I will give him free lifetime golf at any one of my courses!","Twitter Web Client",139,,,,FALSE,FALSE,34706,30243,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508796943905345536",2014-09-08 02:00:19,"x25073877","realDonaldTrump","""@stephencvengros: Joan Rivers funeral: Donald Trump, Howard Stern among star-studded cast of mourners http://t.co/UdP9lZMlvi","Twitter for Android",125,,,,FALSE,FALSE,99,52,,,"syracuse.com/entertainment/…","http://t.co/UdP9lZMlvi","http://www.syracuse.com/entertainment/index.ssf/2014/09/joan_rivers_funeral_donald_tru.html",,,,,,,,,"x32783596","stephencvengros","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509987005821091840",2014-09-11 08:49:11,"x25073877","realDonaldTrump","""@dale_schrock: @realDonaldTrump So true.. They should pay up for our protection, and by the way stop persecuting Christians over there too!","Twitter for Android",140,,,,FALSE,FALSE,34,22,,,,,,,,,,,,,,"x898561560 25073877","dale_schrock realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509312272737767424",2014-09-09 12:08:03,"x25073877","realDonaldTrump","New poll states that a record number of Americans have lost all faith in President Obama - duh!","Twitter for Android",95,,,,FALSE,FALSE,376,220,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508223085368324096",2014-09-06 12:00:00,"x25073877","realDonaldTrump","""@DEBKANCHAN: @realDonaldTrump Trump is Trump-Card to Success in USA ! Make him President of USA""","Twitter for Android",97,,,,FALSE,FALSE,27,14,,,,,,,,,,,,,,"x50716058 25073877","DEBKANCHAN realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509428339862675456",2014-09-09 19:49:15,"x25073877","realDonaldTrump","Fact – Obama still has not fixed the backend of the ObamaCare website. This could be the greatest internet boondoggle in history.","Twitter Web Client",129,,,,FALSE,FALSE,243,175,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509342007551361024",2014-09-09 14:06:12,"x25073877","realDonaldTrump","The Trump Signature Collection  available @Macys offers top new designs for your fall wardrobe. Dress your best! http://t.co/hotvBijHrI","Twitter Web Client",135,,,,FALSE,FALSE,27,23,,,"www1.macys.com/shop/mens-clot…","http://t.co/hotvBijHrI","http://www1.macys.com/shop/mens-clothing/donald-j-trump?id=11746",,,,,,,,,"x50687788","Macys","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508223566580813824",2014-09-06 12:01:55,"x25073877","realDonaldTrump","""@AlbyMetevier: @realDonaldTrump Mr trump will u save America and run? I know the job sucks but we need it fixed."" So true!","Twitter for Android",123,,,,FALSE,FALSE,60,27,,,,,,,,,,,,,,"x2758233926 25073877","AlbyMetevier realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509430894604853248",2014-09-09 19:59:24,"x25073877","realDonaldTrump","ICYMI, via @foxnewsinsider my @foxandfriends from yesterday on Obama’s dangerous disconnect http://t.co/8a5COQuAG8","Twitter Web Client",114,,,,FALSE,FALSE,24,13,,,"foxnewsinsider.com/2014/09/08/don…","http://t.co/8a5COQuAG8","http://foxnewsinsider.com/2014/09/08/donald-trump-slams-obama-he-likes-campaigning-thats-about-it",,,,,,,,,"x147725246 15513604","FoxNewsInsider foxandfriends","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508199919522697216",2014-09-06 10:27:57,"x25073877","realDonaldTrump","""@billywmerritt: .@realDonaldTrump We need a Trump Tower in Atlanta. I will buy the first unit.""  Great!","Twitter for Android",104,,,,FALSE,FALSE,39,15,,,,,,,,,,,,,,"x31734135 25073877","billywmerritt realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508584650621849600",2014-09-07 11:56:44,"x25073877","realDonaldTrump","I will be going to the funeral of my friend Joan Rivers today. I got to know her really well when she became the winner of The Apprentice!","Twitter for Android",138,,,,FALSE,FALSE,505,112,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508191472685187072",2014-09-06 09:54:23,"x25073877","realDonaldTrump","President Obama has just reached an ALL-TIME low approval rating! Is anybody surprised? The happiest person is former President Jimmy Carter","Twitter for Android",140,,,,FALSE,FALSE,440,309,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508233791723560960",2014-09-06 12:42:33,"x25073877","realDonaldTrump","""@nwankwofranklin: @realDonaldTrump I am a proud member of your over 2 million twitter followers. I get inspired all the time by your story.","Twitter for Android",140,,,,FALSE,FALSE,51,19,,,,,,,,,,,,,,"x453066025 25073877","nwankwofranklin realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508224043183800320",2014-09-06 12:03:48,"x25073877","realDonaldTrump","""@FanOfGreenMMs: @realDonaldTrump we love you Mr. Trump."" Thank you!","Twitter for Android",68,,,,FALSE,FALSE,24,12,,,,,,,,,,,,,,"x21521803 25073877","FanOfGreenMMs realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509881954326835200",2014-09-11 01:51:45,"x25073877","realDonaldTrump","Tell Saudi Arabia and others that we want (demand!) free oil for the next ten years or we will not protect their private Boeing 747s.Pay up!","Twitter for Android",140,,,,FALSE,FALSE,3951,6651,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508616943159746560",2014-09-07 14:05:03,"x25073877","realDonaldTrump","Getting ready to pay final respect to GREAT LADY Joan Rivers. She could light up a room like no other! She will be greatly missed.","Twitter for Android",130,,,,FALSE,FALSE,621,213,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x507995391934337024",2014-09-05 20:55:14,"x25073877","realDonaldTrump","The ObamaCare website was hacked. $5B dollars later and the site can’t even secure your personal information.","Twitter Web Client",109,,,,FALSE,FALSE,345,428,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508954827788128256",2014-09-08 12:27:41,"x25073877","realDonaldTrump","""@JonesTigger0828: @foxandfriends @realDonaldTrump it just blows the mind that this President is still in office.""","Twitter for Android",114,,,,FALSE,FALSE,75,35,,,,,,,,,,,,,,"x863597906 15513604 25073877","JonesTigger0828 foxandfriends realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508924747842080768",2014-09-08 10:28:09,"x25073877","realDonaldTrump","I will be on Fox &amp; Friends @foxandfriends at 7.00 a.m. (30 minutes). Enjoy!","Twitter for Android",79,,,,FALSE,FALSE,87,34,,,,,,,,,,,,,,"x15513604","foxandfriends","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508227493439213569",2014-09-06 12:17:31,"x25073877","realDonaldTrump","""@flowersmeller: @realDonaldTrump any plans to come back to Dubai @DamacOfficial - looking forward to playing 18 on your course!""  Great!","Twitter for Android",137,,,,FALSE,FALSE,21,14,,,,,,,,,,,,,,"x20047482 25073877 605252309","flowersmeller realDonaldTrump DAMACOfficial","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509737586941001728",2014-09-10 16:18:05,"x25073877","realDonaldTrump","38 stories high, @TrumpWaikiki’s 462 luxury guest rooms &amp; suites offer exceptional services http://t.co/XrXAnJj7Wb","Twitter Web Client",118,,,,FALSE,FALSE,30,22,,,"trumphotelcollection.com/waikiki/","http://t.co/XrXAnJj7Wb","http://www.trumphotelcollection.com/waikiki/",,,,,,,,,"x119157187","TrumpWaikiki","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508942512091066368",2014-09-08 11:38:45,"x25073877","realDonaldTrump","""@Cordizzzle: @HowardStern getting a lot of praise from @realDonaldTrump on Fox News about Joan Rivers funeral. 👍"" Howard did a great job!","Twitter for Android",138,,,,FALSE,FALSE,74,30,,,,,,,,,,,,,,"x904027827284017152 246481013 25073877","Cordizzzle HowardStern realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508586010431991808",2014-09-07 12:02:08,"x25073877","realDonaldTrump","Joan Rivers had great talent, but also truly amazing stamina and drive - she would never give up or quit. That is why she became a champion!","Twitter for Android",140,,,,FALSE,FALSE,544,247,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508359907880747008",2014-09-06 21:03:41,"x25073877","realDonaldTrump","""@ChrisSergeant: @thomas Thanks for the endorsement but there's far more entertaining folk than me out there. There's Donald Trump for one.""","Twitter for Android",140,,,,FALSE,FALSE,36,20,,,,,,,,,,,,,,"x124237893 11472","ChrisSergeant thomas","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509986604623335424",2014-09-11 08:47:36,"x25073877","realDonaldTrump","""@johnmichael328: @realDonaldTrump Great question...agreed""","Twitter for Android",59,,,,FALSE,FALSE,9,3,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509316504161382400",2014-09-09 12:24:51,"x25073877","realDonaldTrump","""@teeblack011: @realDonaldTrump: ""@tweets_business: @realDonaldTrump http://t.co/wYbBBjIZTp""""","Twitter for Android",93,,,,FALSE,FALSE,367,317,,,,,,"http://pbs.twimg.com/media/Buu05qtIcAACX2w.jpg","http://t.co/wYbBBjIZTp","https://twitter.com/tweets_business/status/498691089231269889/photo/1","photo","http://pbs.twimg.com/media/Buu05qtIcAACX2w.jpg","http://t.co/wYbBBjIZTp","https://twitter.com/tweets_business/status/498691089231269889/photo/1",,"x2729813398 25073877 2673542984 25073877","teeblack011 realDonaldTrump tweets_business realDonaldTrump","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509439842401284096",2014-09-09 20:34:58,"x25073877","realDonaldTrump","“Always remember that the future comes one day at a time.” - Dean Acheson","Twitter Web Client",73,,,,FALSE,FALSE,239,324,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509338149957664768",2014-09-09 13:50:52,"x25073877","realDonaldTrump","""@JoePerry: Always good to see @realDonaldTrump Rock and Rollin' at the Aerosmith show."" Joe--it was great meeting you--fantastic concert.","Twitter Web Client",138,,,,FALSE,FALSE,44,22,,,,,,,,,,,,,,"x43128684 25073877","JoePerry realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508221241019613184",2014-09-06 11:52:40,"x25073877","realDonaldTrump","Remember, anything you read about Atlantic City has nothing to do with me. I sold years ago and left. Good timing but very sad!","Twitter for Android",127,,,,FALSE,FALSE,111,66,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508334469137571840",2014-09-06 19:22:36,"x25073877","realDonaldTrump","""@MarvinEscobars: TRUMP = TRIUMPH = TRUMP Find the differences?? Next president!! @realDonaldTrump","Twitter for Android",98,,,,FALSE,FALSE,42,15,,,,,,,,,,,,,,"x540030752 25073877","MarvinEscobars realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508943090733043713",2014-09-08 11:41:03,"x25073877","realDonaldTrump","""@__________IAN: ""No one respects golf more than me, but there is a time and place for everything""- Mr.Trump hitting the nail on the head!""","Twitter for Android",139,,,,FALSE,FALSE,38,27,,,,,,,,,,,,,,"x860139436142678021","__________ian","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508225448929935361",2014-09-06 12:09:24,"x25073877","realDonaldTrump","""@andyacr: @realDonaldTrump can't imagine living a day in your shoes. It must be remarkable."" But never easy!","Twitter for Android",109,,,,FALSE,FALSE,33,19,,,,,,,,,,,,,,"x26515055 25073877","andyacr realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508194635270062080",2014-09-06 10:06:57,"x25073877","realDonaldTrump","Attention all hackers: You are hacking everything else so please hack Obama's college records (destroyed?) and check ""place of birth""","Twitter for Android",133,,,,FALSE,FALSE,8760,10541,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508183750023598080",2014-09-06 09:23:42,"x25073877","realDonaldTrump","""@gio_th: ""If you want to test a man's character, give him power.”—Abraham Lincoln","Twitter for Android",82,,,,FALSE,FALSE,933,582,,,,,,,,,,,,,,"x39063962","gio_th","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508224929297616896",2014-09-06 12:07:20,"x25073877","realDonaldTrump","""@EricaMelone: @realDonaldTrump anyone that knows you, knows it has nothing to do with you. Don't worry about defending yourself. You ROCK!""","Twitter for Android",140,,,,FALSE,FALSE,24,14,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509052326817316864",2014-09-08 18:55:07,"x25073877","realDonaldTrump","If amnesty is so popular according to the DC ruling class, then why is Obama delaying his executive action until after the election?","Twitter Web Client",132,,,,FALSE,FALSE,325,276,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508586831618015232",2014-09-07 12:05:24,"x25073877","realDonaldTrump","We just finished shooting a new season of Celebrity Apprentice and happily for all, Joan plays my advisor in two episodes. She was great!","Twitter for Android",137,,,,FALSE,FALSE,541,181,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509057124123807744",2014-09-08 19:14:10,"x25073877","realDonaldTrump","""@SassyPantsjj Please do more Apprentices', know you're busy but once a year is NOT ENOUGH !!!!  Love that show !!!"" Thanks.","Twitter Web Client",124,,,,FALSE,FALSE,44,23,,,,,,,,,,,,,,"x72717549","SassyPantsjj","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509785602490109952",2014-09-10 19:28:53,"x25073877","realDonaldTrump","Attention Arnold Palmer:  Happy Birthday, Arnold. There is no one like you --The King! @KingdomMag  http://t.co/Cde5TciZdw","Twitter Web Client",122,,,,FALSE,FALSE,90,50,,,"tw.nbcsports.com/jU1","http://t.co/Cde5TciZdw","http://tw.nbcsports.com/jU1",,,,,,,,,"x98681186","KingdomMag","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509429968317984770",2014-09-09 19:55:43,"x25073877","realDonaldTrump","In '09, Obama released the ISIS chief. The terrorist gloated “I’ll see you in New York” http://t.co/OtWXYrlsoP Historic nat'l sec. error","Twitter Web Client",136,,,,FALSE,FALSE,154,245,,,"thedailybeast.com/articles/2014/…","http://t.co/OtWXYrlsoP","http://www.thedailybeast.com/articles/2014/06/14/isis-leader-see-you-in-new-york.html",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509316677033807872",2014-09-09 12:25:33,"x25073877","realDonaldTrump","""@TheBigJamesG: What kind of president doesn't get playing golf after a cruel beheading isn't the thing to do? Detached from reality he is""","Twitter for Android",139,,,,FALSE,FALSE,514,715,,,,,,,,,,,,,,"x272435837","TheBigJamesG","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509348397221175297",2014-09-09 14:31:35,"x25073877","realDonaldTrump","""@trixdelavega @realDonaldTrump please announce miss universe 2014 host as soon as possible""  Very soon.","Twitter Web Client",104,,,,FALSE,FALSE,34,27,,,,,,,,,,,,,,"x520152226 25073877","trixdelavega realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509436043368873984",2014-09-09 20:19:52,"x25073877","realDonaldTrump","Windmills are the greatest threat in the US to both bald and golden eagles. Media claims fictional ‘global warming’ is worse.","Twitter Web Client",125,,,,FALSE,FALSE,4271,4832,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508187759878889472",2014-09-06 09:39:38,"x25073877","realDonaldTrump","I'm not saying to not give vaccines, I am just saying give them small doses over a long period of time - not one massive dose for a child.","Twitter for Android",138,,,,FALSE,FALSE,211,104,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508955368681373697",2014-09-08 12:29:50,"x25073877","realDonaldTrump","""@KandaceC1: @realDonaldTrump when am I gonna get to see some more of The Apprentice??? I miss seeing you weekly!:  Soon!","Twitter for Android",121,,,,FALSE,FALSE,36,8,,,,,,,,,,,,,,"x285951904 25073877","KandaceC1 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509775768554332160",2014-09-10 18:49:49,"x25073877","realDonaldTrump","Flashback from October, 2013: “Donald Trump demands larger iPhone screen” http://t.co/5CCg8p8N2O You’re welcome! Apple listened.","Twitter Web Client",128,,,,FALSE,FALSE,160,148,,,"cnet.com/news/donald-tr…","http://t.co/5CCg8p8N2O","http://www.cnet.com/news/donald-trump-demands-larger-iphone-screen/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509986806923010048",2014-09-11 08:48:24,"x25073877","realDonaldTrump","""@TwatterTwatTwit: @realDonaldTrump you are 100% right. Enough is enough.""","Twitter for Android",74,,,,FALSE,FALSE,13,3,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508219752008122368",2014-09-06 11:46:45,"x25073877","realDonaldTrump","""@TJonesy072: @realDonaldTrump Pecfect! Why aren't you President?""","Twitter for Android",66,,,,FALSE,FALSE,26,10,,,,,,,,,,,,,,"x462476254 25073877","TJonesy072 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509083595127128064",2014-09-08 20:59:22,"x25073877","realDonaldTrump","""Everything you can imagine is real."" —Pablo Picasso","Twitter Web Client",52,,,,FALSE,FALSE,436,436,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509986392618070017",2014-09-11 08:46:45,"x25073877","realDonaldTrump","""@Kalozap: Obama's mind, IsIs, ebola, etc.... and then thinking, boy I wish I was on the golf coarse. What should I wear on the Links""","Twitter for Android",134,,,,FALSE,FALSE,54,55,,,,,,,,,,,,,,"x1925211558","Kalozap","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508943456111431680",2014-09-08 11:42:30,"x25073877","realDonaldTrump","""@TalismanJohnnyA: @foxandfriends: You can bet your rear-ends that D. T.  WOULD have a strategy, and WOULD HAVE A YEAR AGO. Great segment!.""","Twitter for Android",140,,,,FALSE,FALSE,32,12,,,,,,,,,,,,,,"x2397996265 15513604","TalismanJohnnyA foxandfriends","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509466777903190016",2014-09-09 22:21:59,"x25073877","realDonaldTrump","""@Aguilar845: @realDonaldTrump For President #2016""","Twitter for Android",51,,,,FALSE,FALSE,65,30,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508796544599199746",2014-09-08 01:58:43,"x25073877","realDonaldTrump","""@kpasee: Hearing that Donald Trump went to Joan Rivers's funeral breaks my heart, I feel like she just won the celebrity apprentice 😢""","Twitter for Android",135,,,,FALSE,FALSE,181,71,,,,,,,,,,,,,,"x604679199","kpasee","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509343646333026306",2014-09-09 14:12:43,"x25073877","realDonaldTrump","""@Cringe_Fringe @Joan_Rivers You were a good friend to Joan and I enjoyed the Apprentice show with her.  Thanks, Mr. Trump."" Thank you.","Twitter Web Client",135,,,,FALSE,FALSE,51,23,,,,,,,,,,,,,,"x1965365966 21414413","Cringe_Fringe Joan_Rivers","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509060715777654785",2014-09-08 19:28:27,"x25073877","realDonaldTrump","With the labor participation rate at a 36 yr. low, over 92M Americans are out of the work force.","Twitter Web Client",96,,,,FALSE,FALSE,92,124,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509875886775349248",2014-09-11 01:27:39,"x25073877","realDonaldTrump","I just want to know how much is Saudi Arabia and others who we are helping willing to pay for our saving from total extinction. Pay up now!","Twitter for Android",139,,,,FALSE,FALSE,612,719,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509344810478862336",2014-09-09 14:17:20,"x25073877","realDonaldTrump","""@dragonfly125 @realDonaldTrump loved that season!!!!! #RIPJoanRivers"" Everyone did, thanks.","Twitter Web Client",92,,,,FALSE,FALSE,47,15,"RIPJoanRivers",,,,,,,,,,,,,"x27931769 25073877","dragonfly125 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508220434886959104",2014-09-06 11:49:28,"x25073877","realDonaldTrump","""@rokrok10100: @realDonaldTrump ...in India we LOVE Donald Trump. Wake up, America, recognize the sheer class of this man.""","Twitter for Android",123,,,,FALSE,FALSE,124,90,,,,,,,,,,,,,,"x2739165572 25073877","rokrok10100 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509429304376426496",2014-09-09 19:53:05,"x25073877","realDonaldTrump","Why are we giving away our entire strategy and tactics we will deploy against ISIS? It puts our troops at a disadvantage.","Twitter Web Client",121,,,,FALSE,FALSE,378,301,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509397035154694145",2014-09-09 17:44:51,"x25073877","realDonaldTrump","Soaring 92 stories, @TrumpChicago boasts a @ForbesInspector 5 Star rating for both its hotel &amp; restaurant http://t.co/vxSW4NZJLL","Twitter Web Client",132,,,,FALSE,FALSE,36,16,,,"trumphotelcollection.com/chicago/downto…","http://t.co/vxSW4NZJLL","http://www.trumphotelcollection.com/chicago/downtown-chicago-hotels.php",,,,,,,,,"x48223726 87279954","TrumpChicago ForbesInspector","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509986503129591809",2014-09-11 08:47:12,"x25073877","realDonaldTrump","""@nick2travel: @realDonaldTrump They should pay us FREE OIL for the next 100 years.""","Twitter for Android",84,,,,FALSE,FALSE,25,8,,,,,,,,,,,,,,"x73823826 25073877","nick2travel realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509039486681231361",2014-09-08 18:04:05,"x25073877","realDonaldTrump","Home of the iconic Ailsa, a four time @The_Open course, @TrumpTurnberry is a landmark on the Ayrshire coastline http://t.co/qMVZJzHtLq","Twitter Web Client",134,,,,FALSE,FALSE,16,14,,,"turnberryresort.co.uk","http://t.co/qMVZJzHtLq","http://www.turnberryresort.co.uk/",,,,,,,,,"x2785149263 54013169","The_Open TrumpTurnberry","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508219167078903808",2014-09-06 11:44:26,"x25073877","realDonaldTrump","""@InTheElections: @realDonaldTrump Mara-a-Lago is unbelievably spectacular.""  Thank you!","Twitter for Android",88,,,,FALSE,FALSE,18,9,,,,,,,,,,,,,,"x451491354 25073877","InTheElections realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x507998023608442882",2014-09-05 21:05:41,"x25073877","realDonaldTrump","Great event last night @trumpwinery with @GovernorVA to support @TheVFoundation @UVA @VCU http://t.co/0R81wgQ4BA","Twitter Web Client",112,,,,FALSE,FALSE,123,67,,,,,,"http://pbs.twimg.com/media/BwzFgqUCAAA274F.jpg","http://t.co/0R81wgQ4BA","https://twitter.com/realDonaldTrump/status/507998023608442882/photo/1","photo","http://pbs.twimg.com/media/BwzFgqUCAAA274F.jpg","http://t.co/0R81wgQ4BA","https://twitter.com/realDonaldTrump/status/507998023608442882/photo/1",,"x361400752 104198706 22736710 1910771 156714051","trumpwinery GovernorVA TheVFoundation UVA VCU","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508942066668564480",2014-09-08 11:36:59,"x25073877","realDonaldTrump","""@SHMann55: @realDonaldTrump Mr. Trump sure would like to see you run for president!"" Thank you!","Twitter for Android",96,,,,FALSE,FALSE,38,12,,,,,,,,,,,,,,"x2613396336 25073877","SHMann55 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508250536244936704",2014-09-06 13:49:05,"x25073877","realDonaldTrump","One of the big problems facing Atlantic City are the ridiculously high real estate taxes which I fought for years before leaving.Corruption!","Twitter for Android",140,,,,FALSE,FALSE,153,115,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509876756871131136",2014-09-11 01:31:06,"x25073877","realDonaldTrump","Middle Eastern countries must participate militarily (no running away) and big league financially in order for us to go in and save them!","Twitter for Android",137,,,,FALSE,FALSE,343,243,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x508959097988059136",2014-09-08 12:44:39,"x25073877","realDonaldTrump","""@216th: @realDonaldTrump you made joan rivers very happy when u rightfully chose her to win apprentice.""","Twitter for Android",105,,,,FALSE,FALSE,57,16,,,,,,,,,,,,,,"x118255188 25073877","216th realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
