"x658228642145808384",2015-10-25 10:28:32,"x25073877","realDonaldTrump","I will be doing a major sit down interview on State of the Union With Jake Tapper at 9:00 A.M. on @CNN. Enjoy!","Twitter for Android",110,,,,FALSE,FALSE,1195,612,,,,,,,,,,,,,,"x759251","CNN","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.761921 -73.974981","-73.974981 40.761921","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x658005322708164608",2015-10-24 19:41:08,"x25073877","realDonaldTrump","Expecting a great crowd of amazing people. Questions will be live! #TrumpToday","Twitter for iPhone",78,,,,FALSE,FALSE,1772,739,"TrumpToday",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x656620425334693892",2015-10-20 23:58:03,"x25073877","realDonaldTrump","""@Trekwolf164: @wbtonyturner @RadioFreeTom @realDonaldTrump no magic just cut off USA aid money to Mex until cost is recovered.Simple really","Twitter for Android",140,,,,FALSE,FALSE,1480,729,,,,,,,,,,,,,,"x516635709 15238700 459872442 25073877","Trekwolf164 wbtonyturner RadioFreeTom realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7642032 -73.9821171","-73.9821171 40.7642032","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656635656404377600",2015-10-21 00:58:34,"x25073877","realDonaldTrump",".@seanhannity at 10:00.","Twitter for Android",23,,,,FALSE,FALSE,1392,584,,,,,,,,,,,,,,"x41634520","seanhannity","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7638638 -73.9760252","-73.9760252 40.7638638","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x657231408813993984",2015-10-22 16:25:53,"x25073877","realDonaldTrump","#ChrisWallace, who interviewed me on Sunday, had his highest ratings since Feb of '09. Congratulations!  https://t.co/o49V73AZZB","Twitter Web Client",128,,,,FALSE,FALSE,2520,1182,"ChrisWallace",,"deadline.com/2015/10/donald…","https://t.co/o49V73AZZB","http://deadline.com/2015/10/donald-trump-chris-wallace-fox-news-sundays-record-ratings-1201590807/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x657341570576994304",2015-10-22 23:43:37,"x25073877","realDonaldTrump","""@MiamiHerald: For Donald Trump, South Florida makes it rain — dollars, that is https://t.co/E1zMC3kism https://t.co/nz5QTpsktk"" Very nice","Twitter for Android",138,,,,FALSE,FALSE,2068,970,,,"hrld.us/1kxkHlt","https://t.co/E1zMC3kism","http://hrld.us/1kxkHlt","http://pbs.twimg.com/media/CR9MZa6UsAEVe9F.jpg","https://t.co/nz5QTpsktk","https://twitter.com/MiamiHerald/status/657328085449220096/photo/1","photo","http://pbs.twimg.com/media/CR9MZa6UsAEVe9F.jpg","https://t.co/nz5QTpsktk","https://twitter.com/MiamiHerald/status/657328085449220096/photo/1",,"x14085040","MiamiHerald","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.789861 -73.9314139","-73.9314139 40.789861","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x657350474216177664",2015-10-23 00:19:00,"x25073877","realDonaldTrump","""@autumnandews08:  @KatrinaPierson @AnnCoulter @MichaelCohen212 Trump blows them all away! He's our next president! #Trump2016""","Twitter for Android",127,,,,FALSE,FALSE,2418,1102,"Trump2016",,,,,,,,,,,,,"x3876509782 25429371 196168350 52136185","autumnandews08 KatrinaPierson AnnCoulter MichaelCohen212","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/00c39537733fa112.json","Queens","Queens, NY","city","United States","US","40.776032 -73.8422879","-73.8422879 40.776032","-73.962582 -73.699793 -73.699793 -73.962582 40.541722 40.541722 40.8000371 40.8000371"
"x656638895388565506",2015-10-21 01:11:27,"x25073877","realDonaldTrump","""@AshlieJuliard: @KarlRove @realDonaldTrump Trump is the only candidate that I've ever been excited about #SomethingSpecialIsHappening""","Twitter for Android",135,,,,FALSE,FALSE,1677,732,"SomethingSpecialIsHappening",,,,,,,,,,,,,"x18791763 25073877","KarlRove realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7619825 -73.9775284","-73.9775284 40.7619825","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656781160421421056",2015-10-21 10:36:45,"x25073877","realDonaldTrump","Just out: Boston Herald/Franklin Pierce Poll  N.H.  TRUMP 28 (up 10)  CARSON 16  BUSH 9  RUBIO 6  CRUZ 5  Press will say they are surging!","Twitter for Android",138,,,,FALSE,FALSE,1915,965,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x656662886958395392",2015-10-21 02:46:47,"x25073877","realDonaldTrump","I will be interviewed on @GMA Good Morning America tomorrow at 7:00 A.M. Big new ABC poll coming out - I hope I do well!","Twitter for Android",120,,,,FALSE,FALSE,1946,827,,,,,,,,,,,,,,"x22650211","GMA","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x658021218847715328",2015-10-24 20:44:18,"x25073877","realDonaldTrump",".@JebBush is slashing campaign salaries, people making millions. If he can't manage his campaign, how can he manage our countries finances?","Twitter for iPhone",139,,,,FALSE,FALSE,3095,1710,,,,,,,,,,,,,,"x113047940","JebBush","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x657985569721622529",2015-10-24 18:22:39,"x25073877","realDonaldTrump","Just finished speaking in Jacksonville, Florida. Incredible crowd, fantastic people. Thank you!","Twitter for Android",95,,,,FALSE,FALSE,3060,1231,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/77d7dc975defad28.json","Northside","Northside, Ratliff","neighborhood","United States","US","30.4221705 -81.6574766","-81.6574766 30.4221705","-81.8312168 -81.316712 -81.316712 -81.8312168 30.381439 30.381439 30.5862338 30.5862338"
"x658126742880702464",2015-10-25 03:43:37,"x25073877","realDonaldTrump","""@JaredChristophr: Donald Trump is the only person that can make this country great again @realDonaldTrump"" I fully agree!","Twitter for Android",122,,,,FALSE,FALSE,1619,703,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x656663478321684480",2015-10-21 02:49:08,"x25073877","realDonaldTrump",".@MonicaCrowley you were GREAT on @seanhannity tonight. Thank you for the nice words!","Twitter for Android",85,,,,FALSE,FALSE,1705,707,,,,,,,,,,,,,,"x166990746 41634520","MonicaCrowley seanhannity","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.762434 -73.9765187","-73.9765187 40.762434","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x658124513767464961",2015-10-25 03:34:46,"x25073877","realDonaldTrump","""@Bane1349: They ALL Want Jobs and a Bright Future. They KNOW Donald Trump is the one and only choice to make that A REALITY!","Twitter for Android",125,,,,FALSE,FALSE,1440,641,,,,,,,,,,,,,,"x783210577","Bane1349","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7618725 -73.9779114","-73.9779114 40.7618725","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656556069062332416",2015-10-20 19:42:19,"x25073877","realDonaldTrump","""Donald Trump tops Franklin-Pierce/Herald poll at 28 percent in N.H.""  https://t.co/gXXJ4YhKIW","Twitter Web Client",94,,,,FALSE,FALSE,1676,900,,,"bostonherald.com/news_opinion/l…","https://t.co/gXXJ4YhKIW","http://www.bostonherald.com/news_opinion/local_coverage/herald_bulldog/2015/10/donald_trump_tops_franklin_pierceherald_poll_at",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x656678059098165248",2015-10-21 03:47:04,"x25073877","realDonaldTrump","""@piersmorgan: Donald Trump still dominating all polls, debate, cable news, gossip...everything. The GOP nomination is his, he rarely loses!","Twitter for Android",140,,,,FALSE,FALSE,2597,1170,,,,,,,,,,,,,,"x216299334","piersmorgan","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7617626 -73.977835","-73.977835 40.7617626","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656671926300057600",2015-10-21 03:22:42,"x25073877","realDonaldTrump","""@OUSoonerManiac: We are looking forward to meeting you at your rally in Burlington,  Iowa tomorrow! #MakeAmericaGreatAgain""  See you there!","Twitter for Android",140,,,,FALSE,FALSE,1079,432,"MakeAmericaGreatAgain",,,,,,,,,,,,,"x374957645","OUSoonerManiac","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7646565 -73.9775257","-73.9775257 40.7646565","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656627428094312449",2015-10-21 00:25:53,"x25073877","realDonaldTrump","""@Portosj81J: @realDonaldTrump #Trump2016 #Trump hits his highest poll number yet; #Carson, #Rubio make small gains https://t.co/1f8dmS2Uza","Twitter for Android",139,,,,FALSE,FALSE,1413,707,"Trump2016 Trump Carson Rubio",,"dailym.ai/1GfaG6p","https://t.co/1f8dmS2Uza","http://dailym.ai/1GfaG6p",,,,,,,,,"x822546339502428160 25073877","Portosj81J realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7619073 -73.9749928","-73.9749928 40.7619073","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656258688970264577",2015-10-20 00:00:38,"x25073877","realDonaldTrump","Tonight's official count--7,943. An all time record for the Anderson Civic Center in SC! Thanks! #Trump2016 https://t.co/bMJcymz1Qp","Twitter for iPhone",131,,,,FALSE,FALSE,4066,1797,"Trump2016",,,,,"http://pbs.twimg.com/media/CRt_wnuWUAEhrRb.jpg","https://t.co/bMJcymz1Qp","https://twitter.com/realDonaldTrump/status/656258688970264577/photo/1","photo","http://pbs.twimg.com/media/CRt_wnuWUAEhrRb.jpg","https://t.co/bMJcymz1Qp","https://twitter.com/realDonaldTrump/status/656258688970264577/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x656795360900333568",2015-10-21 11:33:11,"x25073877","realDonaldTrump","New poll by ABC News/Washington Post  TRUMP 32  CARSON 22  RUBIO 10  BUSH 7  Wow, how will the media put a negative spin on this one?","Twitter for Android",133,,,,FALSE,FALSE,3924,2121,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7618725 -73.9776818","-73.9776818 40.7618725","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x658245364932325376",2015-10-25 11:34:59,"x25073877","realDonaldTrump","I spell out some of the differences between Ben Carson and myself at 9:00 A.M. on @CNN @jaketapper. Ben is very weak on illegal immigration.","Twitter for Android",140,,,,FALSE,FALSE,1755,913,,,,,,,,,,,,,,"x759251 14529929","CNN jaketapper","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.762012 -73.9775935","-73.9775935 40.762012","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656552335074836481",2015-10-20 19:27:29,"x25073877","realDonaldTrump","I will be on @seanhannity tonight at 10 PM @FoxNews. #Hannity","Twitter Web Client",61,,,,FALSE,FALSE,1909,958,"Hannity",,,,,,,,,,,,,"x41634520 1367531","seanhannity FoxNews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x658232385604071424",2015-10-25 10:43:24,"x25073877","realDonaldTrump","""@katiesinex: 20 Reasons Why It Should Be Donald Trump in 2016 https://t.co/2JsHqNRHUu""  Wow, so nice!","Twitter for Android",102,,,,FALSE,FALSE,1457,895,,,"bit.ly/1kxeaHy","https://t.co/2JsHqNRHUu","http://bit.ly/1kxeaHy",,,,,,,,,"x41796402","katiesinex","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.761921 -73.974981","-73.974981 40.761921","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x657039630072684549",2015-10-22 03:43:49,"x25073877","realDonaldTrump","""@carrillo_pete: @realDonaldTrump people are for you #Trump2016 keep up the good work and we will win this and #MakeAmericaGreatAgain""","Twitter for Android",134,,,,FALSE,FALSE,2237,933,"Trump2016 MakeAmericaGreatAgain",,,,,,,,,,,,,"x2391911779 25073877","carrillo_pete realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7618821 -73.9566709","-73.9566709 40.7618821","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656302157294116864",2015-10-20 02:53:22,"x25073877","realDonaldTrump","""@cb_beach_bum: Great job @seanhannity you slayed Mr. Sanchez with the #truth thx 4 defending @realDonaldTrump https://t.co/TcNTiAuvrK""","Twitter for Android",135,,,,TRUE,FALSE,1248,635,"truth",,"twitter.com/seanhannity/st…","https://t.co/TcNTiAuvrK","https://twitter.com/seanhannity/status/656297811869233152",,,,,,,,,"x3804803597 41634520 25073877","cb_beach_bum seanhannity realDonaldTrump","en","x656297811869233152",".@realdonaldtrump is set to host #SNL next month but not everyone is looking forward to his appearance… find out next #Hannity",2015-10-19 21:36:06,,92,42,"x41634520","seanhannity","Sean Hannity",3261127,7511,37012,"NYC","TV Host Fox News Channel 9 PM EST. Nationally Syndicated Radio Host 3-6 PM EST. https://t.co/z23FRgA02S Retweets, Follows NOT endorsements!",TRUE,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.763816 -73.97591","-73.97591 40.763816","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656545044896288768",2015-10-20 18:58:31,"x25073877","realDonaldTrump","Bill Clinton wants to #MakeAmericaGreatAgain https://t.co/rVOZHzrlEB","Twitter Web Client",68,,,,FALSE,FALSE,2280,1296,"MakeAmericaGreatAgain",,"instagram.com/p/9Ef2iOmhax/","https://t.co/rVOZHzrlEB","https://instagram.com/p/9Ef2iOmhax/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x657916019051241472",2015-10-24 13:46:17,"x25073877","realDonaldTrump","Leaving for Jacksonville now. See you there! Miami was great.","Twitter for Android",61,,,,FALSE,FALSE,2376,875,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/053ab8e6678199ed.json","Doral","Doral, FL","city","United States","US","25.8175588 -80.3354133","-80.3354133 25.8175588","-80.41729 -80.3210162 -80.3210162 -80.41729 25.780974 25.780974 25.870313 25.870313"
"x656626381774651392",2015-10-21 00:21:43,"x25073877","realDonaldTrump",".@KarlRove  Had my best day ever in the polls, one had me at 41% - Morning Consult. Boston Globe, Monmouth, NBC and CNN all great. More!","Twitter for Android",136,,,,FALSE,FALSE,2091,1034,,,,,,,,,,,,,,"x18791763","KarlRove","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x658132443413762048",2015-10-25 04:06:16,"x25073877","realDonaldTrump","""@voxdotcom: Trump has figured out Jeb Bush's greatest weakness as a candidate, and it's not his energy level https://t.co/l4V3EoxXlv""","Twitter for Android",134,,,,FALSE,FALSE,1320,673,,,"bit.ly/1XfIMLI","https://t.co/l4V3EoxXlv","http://bit.ly/1XfIMLI",,,,,,,,,"x2347049341","voxdotcom","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7619665 -73.9762873","-73.9762873 40.7619665","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656302737685139461",2015-10-20 02:55:40,"x25073877","realDonaldTrump","""@Trump4potusplz: Had to join Twitter for the first time just to support Donald @realDonaldTrump . TRUMP 2016"" Great!","Twitter for Android",117,,,,FALSE,FALSE,1899,773,,,,,,,,,,,,,,"x3898759513 25073877","Trump4potusplz realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.765146 -73.9735599","-73.9735599 40.765146","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x658289373994160128",2015-10-25 14:29:51,"x25073877","realDonaldTrump","Watch my interview on @CBSNews Face The Nation now and, also, the new CBS POLLS which, if good for me, the media won't report!","Twitter for Android",126,,,,FALSE,FALSE,1639,717,,,,,,,,,,,,,,"x15012486","CBSNews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7619665 -73.9762873","-73.9762873 40.7619665","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656672809737932800",2015-10-21 03:26:12,"x25073877","realDonaldTrump","""@AliceCarozza: @realDonaldTrump You were so much better than Jeb on Hannity. So Great and presidential. I'm happy this was discussed.""","Twitter for Android",135,,,,FALSE,FALSE,1557,608,,,,,,,,,,,,,,"x3310933736 25073877","AliceCarozza realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7617626 -73.977835","-73.977835 40.7617626","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x656937648502775809",2015-10-21 20:58:35,"x25073877","realDonaldTrump","Can u believe that Jeb Bush’s campaign manager is in Berlin, Germany looking for money? What’s he giving to Germany? https://t.co/HDdWRBteNe","Twitter Web Client",140,,,,FALSE,FALSE,3862,2782,,,"t.usnews.com/Zee006","https://t.co/HDdWRBteNe","http://t.usnews.com/Zee006",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x658121980214910976",2015-10-25 03:24:42,"x25073877","realDonaldTrump","While Jeb Bush is cutting staff and salaries, after having paid ridiculous amounts of money, why did he pay so much in the first place?","Twitter for Android",135,,,,FALSE,FALSE,1979,920,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7618725 -73.9779114","-73.9779114 40.7618725","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x657874117849432064",2015-10-24 10:59:47,"x25073877","realDonaldTrump","""@HuffPostEnt: Donald Trump to host ""Saturday Night Live"" https://t.co/tzHHk7XIYq https://t.co/MBTRL47Nko""","Twitter for Android",106,,,,FALSE,FALSE,1894,981,,,"huff.to/1L9ZmY2","https://t.co/tzHHk7XIYq","http://huff.to/1L9ZmY2","http://pbs.twimg.com/media/CRTpZRcVEAA91Qs.jpg","https://t.co/MBTRL47Nko","https://twitter.com/HuffPostEnt/status/654404467106971649/photo/1","photo","http://pbs.twimg.com/media/CRTpZRcVEAA91Qs.jpg","https://t.co/MBTRL47Nko","https://twitter.com/HuffPostEnt/status/654404467106971649/photo/1",,"x22208192","HuffPostEnt","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/053ab8e6678199ed.json","Doral","Doral, FL","city","United States","US","25.8283343 -80.3656188","-80.3656188 25.8283343","-80.41729 -80.3210162 -80.3210162 -80.41729 25.780974 25.780974 25.870313 25.870313"
"x656302930535055360",2015-10-20 02:56:26,"x25073877","realDonaldTrump","""@nickmichaels12: Since late July 2015, DJT consistently been the front-runner in public opinion polls for the Republican Party nomination.","Twitter for Android",139,,,,FALSE,FALSE,1848,840,,,,,,,,,,,,,,"x2866860610","nickmichaels12","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7627449 -73.9735366","-73.9735366 40.7627449","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x658315069739180034",2015-10-25 16:11:58,"x25073877","realDonaldTrump",".@CBSNews Poll - WOW!  New Hampshire  TRUMP 38% CARSON 12% BUSH 8%  South Carolina TRUMP 40% CARSON 23% CRUZ 8% Iowa TRUMP 27% CARSON 27%","Twitter for Android",137,,,,FALSE,FALSE,2908,1769,,,,,,,,,,,,,,"x15012486","CBSNews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7619665 -73.9762873","-73.9762873 40.7619665","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x657873715074637825",2015-10-24 10:58:11,"x25073877","realDonaldTrump","""@santiagos58: YouGov National Poll  Donald Trump Continues To Dominate Field With All Demographics. The Last Refuge https://t.co/HrMActE2e6","Twitter for Android",140,,,,FALSE,FALSE,1324,741,,,"theconservativetreehouse.com/2015/10/14/you…","https://t.co/HrMActE2e6","http://theconservativetreehouse.com/2015/10/14/yougov-national-poll-donald-trump-continues-to-dominate-field-with-all-demographics/",,,,,,,,,"x3272284375","santiagos58","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/053ab8e6678199ed.json","Doral","Doral, FL","city","United States","US","25.8283343 -80.3656188","-80.3656188 25.8283343","-80.41729 -80.3210162 -80.3210162 -80.41729 25.780974 25.780974 25.870313 25.870313"
"x657872668063059968",2015-10-24 10:54:01,"x25073877","realDonaldTrump","""@Tony_Leers: Hillary Clinton is a deceitful career politician, Donald Trump is a no-nonsense billionaire businesses man...pick one..""","Twitter for Android",134,,,,FALSE,FALSE,3155,1395,,,,,,,,,,,,,,"x3048744437","Tony_Leers","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/053ab8e6678199ed.json","Doral","Doral, FL","city","United States","US","25.8283343 -80.3656188","-80.3656188 25.8283343","-80.41729 -80.3210162 -80.3210162 -80.41729 25.780974 25.780974 25.870313 25.870313"
"x655830242691407872",2015-10-18 19:38:09,"x25073877","realDonaldTrump","""@AnnCoulter:He's right. Trump on 9/11 happening on Bush's watch: With my immigration policy, I doubt those ppl wld have been in the country","Twitter for Android",140,,,,FALSE,FALSE,1749,967,,,,,,,,,,,,,,"x196168350","AnnCoulter","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7618203 -73.9764086","-73.9764086 40.7618203","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x655529934597857280",2015-10-17 23:44:50,"x25073877","realDonaldTrump","""@mimi_saulino: @mariclaire81 @realDonaldTrump Jeb supports open borders-common core- Visa H-IB Visa's for illegals. Super PAC Saudis.","Twitter for Android",134,,,,FALSE,FALSE,1256,775,,,,,,,,,,,,,,"x57058641 2773494490 25073877","mimi_saulino mariclaire81 realDonaldTrump","fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x655768517363367936",2015-10-18 15:32:52,"x25073877","realDonaldTrump","""@AdamBlickstein:I never thought I'd say this but @realDonaldTrump sparking a critical conversation on reality that Bush didn't keep US safe","Twitter for Android",140,,,,FALSE,FALSE,1248,573,,,,,,,,,,,,,,"x17493787 25073877","AdamBlickstein realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x656206091643174913",2015-10-19 20:31:38,"x25073877","realDonaldTrump","See, the attack  very possibly could have been stopped. We need real leadership and vision. https://t.co/JA1Fo5H6FP","Twitter Web Client",115,,,,FALSE,FALSE,2941,1718,,,"buzzfeed.com/andrewkaczynsk…","https://t.co/JA1Fo5H6FP","http://www.buzzfeed.com/andrewkaczynski/over-a-year-before-911-trump-wrote-of-terror-threat-with-rem#.jqGL4JMjk",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x655807927182299137",2015-10-18 18:09:28,"x25073877","realDonaldTrump","""@DefendingtheUSA: @realDonaldTrump @FoxNews LOVED the brutal zinger against the Wall Street journal!!!""","Twitter for Android",104,,,,FALSE,FALSE,964,451,,,,,,,,,,,,,,"x63228779 25073877 1367531","DefendingtheUSA realDonaldTrump FoxNews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7619147 -73.9775013","-73.9775013 40.7619147","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x655579595949871104",2015-10-18 03:02:10,"x25073877","realDonaldTrump","Amazing! Thank you!
#MakeAmericaGreatAgain #Trump2016
http://t.co/fnRIXJWCVf","Twitter for iPhone",76,,,,FALSE,FALSE,2060,1263,"MakeAmericaGreatAgain Trump2016",,"prntly.com/blog/2015/10/1…","http://t.co/fnRIXJWCVf","http://prntly.com/blog/2015/10/17/shock-poll-trump-blue-collar-support-highest-since-fdr-in-1930s/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
