"status_id","created_at","user_id","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x119072660889149441",2011-09-28 15:35:09,"x25073877","realDonaldTrump","Happy New Year to all my Jewish friends.","TweetDeck",40,,,,FALSE,FALSE,1481,1615,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x114363608934256640",2011-09-15 15:43:03,"x25073877","realDonaldTrump","The Solyndra Scandal--@BarackObama's $500Million photo op. He loves wasting our money.","TweetDeck",86,,,,FALSE,FALSE,24,148,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x119126402116227072",2011-09-28 19:08:42,"x25073877","realDonaldTrump","When will @BarackObama present an actual budget? Enough with the games.","TweetDeck",71,,,,FALSE,FALSE,20,175,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x111852221376888832",2011-09-08 17:23:42,"x25073877","realDonaldTrump","China is happy to learn that @BarackObama plans to borrow another $300 Billion. @BarackObama is their favorite client.","TweetDeck",118,,,,FALSE,FALSE,47,521,,,,,,,,,,,,,,"x813286 813286","BarackObama BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x119805303117185025",2011-09-30 16:06:24,"x25073877","realDonaldTrump","@JonHuntsman called to set up a meeting. Haven't returned his call.","TweetDeck",67,,"x294728278","JonHuntsman",FALSE,FALSE,10,33,,,,,,,,,,,,,,"x294728278","JonHuntsman","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x116162399756754944",2011-09-20 14:50:48,"x25073877","realDonaldTrump","Sorry I will miss the CPAC gathering in Orlando--there in spirit--Obama must go.","TweetDeck",80,,,,FALSE,FALSE,11,47,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x113358360727916544",2011-09-12 21:08:33,"x25073877","realDonaldTrump","Very exciting. I will be at Macy’s Herald Square this Wednesday at 5:30pm to celebrate the launch of Trump Home crystal!","Twitter Web Client",120,,,,FALSE,FALSE,9,28,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x119106874615410688",2011-09-28 17:51:06,"x25073877","realDonaldTrump","Great interview in @postedtoronto of @DonaldJTrumpJr:  He makes me proud.  http://t.co/LzksVYyM","TweetDeck",95,,,,FALSE,FALSE,3,11,,,"natpo.st/prnki0","http://t.co/LzksVYyM","http://natpo.st/prnki0",,,,,,,,,"x19066390 39344374","postedtoronto DonaldJTrumpJr","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x114408509000527873",2011-09-15 18:41:28,"x25073877","realDonaldTrump","We can create jobs in the American economy by protecting our own manufacturing sector.","TweetDeck",86,,,,FALSE,FALSE,32,170,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x111831411262099458",2011-09-08 16:01:00,"x25073877","realDonaldTrump","If only speeches could create jobs then @BarackObama wouldn't have such a dismal economic record.","TweetDeck",97,,,,FALSE,FALSE,59,592,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x114723537150935041",2011-09-16 15:33:17,"x25073877","realDonaldTrump","I applaud @netanyahu for announcing that he will show up at the UN to defend @Israel. A true US friend and great leader.","TweetDeck",120,,,,FALSE,FALSE,80,247,,,,,,,,,,,,,,"x17061263 52660746","netanyahu Israel","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x116494623500795905",2011-09-21 12:50:57,"x25073877","realDonaldTrump","Rick Perry is right when he says we must stand by Israel in the UN.","TweetDeck",67,,,,FALSE,FALSE,197,303,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x118713020015841280",2011-09-27 15:46:04,"x25073877","realDonaldTrump","My @FoxNews interview from yesterday with @TeamCavuto discussing the economy, my trip to Australia, @MittRomne… (cont) http://t.co/JOr41vlt","TweetDeck",139,,,,FALSE,FALSE,8,25,,,"deck.ly/~euY2L","http://t.co/JOr41vlt","http://deck.ly/~euY2L",,,,,,,,,"x1367531 223970563 309790791","FoxNews TeamCavuto mittromne","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x114344424863039488",2011-09-15 14:26:49,"x25073877","realDonaldTrump","My @FoxNews interview last night on @gretawire -- ""On 2012:  I'll Wait and See""   http://t.co/1SVRlyli","TweetDeck",102,,,,FALSE,FALSE,9,21,,,"bit.ly/r8HgYE","http://t.co/1SVRlyli","http://bit.ly/r8HgYE",,,,,,,,,"x1367531 2885573474","FoxNews gretawire","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x113371085482897408",2011-09-12 21:59:07,"x25073877","realDonaldTrump","Watch the 2011 #MissUniverse Pageant tonight at 9PM on NBC... http://t.co/citxpt7","Twitter Web Client",81,,,,FALSE,FALSE,8,58,"MissUniverse",,"bit.ly/qpEt5z","http://t.co/citxpt7","http://bit.ly/qpEt5z",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x113638287352135680",2011-09-13 15:40:53,"x25073877","realDonaldTrump","I'm very proud of my new crystal collection. Here's a sneak peak of my favorite collection Elmsford  http://bi… (cont) http://t.co/izegbYw","TweetDeck",138,,,,FALSE,FALSE,6,23,,,"deck.ly/~ZqJAk","http://t.co/izegbYw","http://deck.ly/~ZqJAk",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x119073094584377344",2011-09-28 15:36:52,"x25073877","realDonaldTrump","My interview from yesterday with @seanhannity  http://t.co/yvG4wLeZ","TweetDeck",67,,,,FALSE,FALSE,11,23,,,"bit.ly/pHTDDQ","http://t.co/yvG4wLeZ","http://bit.ly/pHTDDQ",,,,,,,,,"x41634520","seanhannity","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x111493251340566528",2011-09-07 17:37:17,"x25073877","realDonaldTrump","Why was @BarackObama selling guns to Mexican drug dealers?","TweetDeck",58,,,,FALSE,FALSE,357,605,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x116593861626839040",2011-09-21 19:25:17,"x25073877","realDonaldTrump","@BarackObama's Jobs Plan sure looks like a Tax Increase Plan to me.","TweetDeck",67,,"x813286","BarackObama",FALSE,FALSE,15,42,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x116138943417810944",2011-09-20 13:17:36,"x25073877","realDonaldTrump","@BarackObama's method of spending the stimulus -- ""Obama fundraiser linked to loan program that aided Solyndra""  http://t.co/wSiSn5IP","TweetDeck",133,,"x813286","BarackObama",FALSE,FALSE,4,32,,,"lat.ms/oMylCJ","http://t.co/wSiSn5IP","http://lat.ms/oMylCJ",,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x111464722683002880",2011-09-07 15:43:55,"x25073877","realDonaldTrump","A robust growing economy is how to fix Social Security and Medicare---not cuts on Seniors.","TweetDeck",90,,,,FALSE,FALSE,46,161,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x114763848942235648",2011-09-16 18:13:28,"x25073877","realDonaldTrump","@BarackObama -- honored and excited to be listed on @AttackWatch. Thanks. BTW -- where are the jobs?   Donald.","TweetDeck",110,,"x813286","BarackObama",FALSE,FALSE,12,105,,,,,,,,,,,,,,"x813286 480690509","BarackObama attackwatch","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x111172713015545856",2011-09-06 20:23:34,"x25073877","realDonaldTrump","@BarackObama trillion $ stimulus was supposed to create jobs -- instead it gave us more debt and higher unemployment.","TweetDeck",117,,"x813286","BarackObama",FALSE,FALSE,11,88,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x109323379978403840",2011-09-01 17:54:59,"x25073877","realDonaldTrump","@BarackObama is so inept that I think he simply  made a mistake in originally scheduling the Joint Session on September 7th. Just sad.","TweetDeck",134,,"x813286","BarackObama",FALSE,FALSE,10,35,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x105739460074938368",2011-08-22 20:33:46,"x25073877","realDonaldTrump","We don't need another stimulus. The first one was a complete failure. Why repeat the same mistake?","TweetDeck",98,,,,FALSE,FALSE,19,241,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x106011126889852928",2011-08-23 14:33:16,"x25073877","realDonaldTrump","@RonPaul has some serious ideas which deserve serious consideration. Wrong for media to ignore him.","TweetDeck",99,,"x287413569","RonPaul",FALSE,FALSE,2688,2227,,,,,,,,,,,,,,"x287413569","RonPaul","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x101770122296958976",2011-08-11 21:41:02,"x25073877","realDonaldTrump","How will Mitt Romney defend his  record on jobs and Romneycare in tonight's debate?","TweetDeck",83,,,,FALSE,FALSE,12,48,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x101455389928857601",2011-08-11 00:50:24,"x25073877","realDonaldTrump","My interview from yesterday with #Apprentice Andy on @AmericaNowRadio http://t.co/vdRAh1n","Twitter Web Client",89,,,,FALSE,FALSE,13,27,"Apprentice",,"bit.ly/qsrhtS","http://t.co/vdRAh1n","http://bit.ly/qsrhtS",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x99111356959162368",2011-08-04 13:36:03,"x25073877","realDonaldTrump","Thanks to Giovanni's Coal Fire Pizza of Florida for donating enough pizza to feed 750 Police Athletic League youngsters in NY this Friday.","TweetDeck",138,,,,FALSE,FALSE,58,59,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x108247453551177728",2011-08-29 18:39:38,"x25073877","realDonaldTrump","Crude is at $85 right now – isn’t even worth half that. OPEC is ripping us off.","Twitter Web Client",79,,,,FALSE,FALSE,27,337,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x98811808374194177",2011-08-03 17:45:45,"x25073877","realDonaldTrump","Republicans gave Obama a free pass to the White House -- they just don't get it.","TweetDeck",80,,,,FALSE,FALSE,29,110,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x99509371138093057",2011-08-05 15:57:37,"x25073877","realDonaldTrump","Obama Care is already having a devastating impact on our economy.","Twitter Web Client",65,,,,FALSE,FALSE,26,218,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x109274621198610433",2011-09-01 14:41:14,"x25073877","realDonaldTrump","We must stand firm against the UN's ploy to sabotage Israel---if the UN grants the PA statehood then we must immediately defund it.","TweetDeck",131,,,,FALSE,FALSE,74,270,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x98482327390396416",2011-08-02 19:56:31,"x25073877","realDonaldTrump","http://bit.ly/pwgGsQ 

http://bit.ly/pwgGsQ 


  My  interview yesterday on CNBC's Squawk Box:  Debt Deal a… (cont) http://deck.ly/~HZMKL","TweetDeck",137,,,,FALSE,FALSE,14,12,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x98748296348184577",2011-08-03 13:33:23,"x25073877","realDonaldTrump","All those politicians in Washington and not one good negotiator.","TweetDeck",64,,,,FALSE,FALSE,93,254,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x104251305844944897",2011-08-18 18:00:22,"x25073877","realDonaldTrump","Many people have been asking to see my plane, The Apprentice's @AmandaTMiller will give you a tour... http://t.co/9STmZhU","Twitter Web Client",121,,,,FALSE,FALSE,38,119,,,"bit.ly/qtiqO6","http://t.co/9STmZhU","http://bit.ly/qtiqO6",,,,,,,,,"x38471535","AmandaTMiller","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x108989499421368320",2011-08-31 19:48:16,"x25073877","realDonaldTrump","I'll be  on Greta Van Susteren's show tonight at 10 PM on FoxNews. Tune in.","TweetDeck",75,,,,FALSE,FALSE,6,38,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x108208835856056320",2011-08-29 16:06:11,"x25073877","realDonaldTrump","@BarackObama MUST release a budget before @johnboehner begins negotiations on a continuing appropriations resolution.","Twitter Web Client",117,,"x813286","BarackObama",FALSE,FALSE,3,17,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x101721150199046144",2011-08-11 18:26:26,"x25073877","realDonaldTrump","Looking forward to the GOP  debate and the outcome of the Ames straw poll. We must get a real leader.","TweetDeck",101,,,,FALSE,FALSE,11,63,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x100585254401748992",2011-08-08 15:12:48,"x25073877","realDonaldTrump","The S&P downgrade is a direct result of @BarackObama's increased reckless budget spending and Obama Care. He owns this.","TweetDeck",119,,,,FALSE,FALSE,31,513,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x108628640744484864",2011-08-30 19:54:20,"x25073877","realDonaldTrump","China's business interests reach far and wide---even domestically within our borders. We need to reassess our relationship.","TweetDeck",123,,,,FALSE,FALSE,17,104,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x99173967457296384",2011-08-04 17:44:51,"x25073877","realDonaldTrump","America's debt officially became 100% of our GDP on @BarackObama's 50th birthday---coincidence?","TweetDeck",95,,,,FALSE,FALSE,39,418,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x101684911563489281",2011-08-11 16:02:26,"x25073877","realDonaldTrump","I was on CNBC this morning talking about the market and America's financial future  http://bit.ly/rsBqmE","TweetDeck",104,,,,FALSE,FALSE,20,28,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x103199087255490560",2011-08-15 20:19:14,"x25073877","realDonaldTrump","I was interviewed by Greta Van Susteren today here at Trump Tower.  Tune in tonight on Fox News at 10 p.m.… (cont) http://t.co/jbQ6jXf","TweetDeck",134,,,,FALSE,FALSE,4,31,,,"deck.ly/~mhDGw","http://t.co/jbQ6jXf","http://deck.ly/~mhDGw",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x103521940848914432",2011-08-16 17:42:08,"x25073877","realDonaldTrump","Amazing--Obama speaks, market goes  DOWN---Trump tells CNBC he's buying stock---market goes UP --- should not be that way!","TweetDeck",122,,,,FALSE,FALSE,56,412,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x100960180187049984",2011-08-09 16:02:37,"x25073877","realDonaldTrump","My interview yesterday on the S&P downgrade with Wolf Blitzer on CNN  http://bit.ly/nXfqVo","TweetDeck",90,,,,FALSE,FALSE,16,36,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x99129433687986178",2011-08-04 14:47:53,"x25073877","realDonaldTrump","My interview last night with Greta on Fox News    http://bit.ly/n7LOrz","TweetDeck",70,,,,FALSE,FALSE,14,36,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x106776880354557953",2011-08-25 17:16:06,"x25073877","realDonaldTrump","China's corporate espionage is a continued threat to the American economy. With the right leadership, it can be stopped.","TweetDeck",120,,,,FALSE,FALSE,18,129,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x109671130721300480",2011-09-02 16:56:49,"x25073877","realDonaldTrump","The White House is predicting 9% unemployment throughout 2012 – and when Obama Care takes effect in 2014 expect it to go even higher.","TweetDeck",133,,,,FALSE,FALSE,54,251,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x98486403964481536",2011-08-02 20:12:43,"x25073877","realDonaldTrump","No taxes the only good thing about DC Debt Deal.","TweetDeck",48,,,,FALSE,FALSE,13,75,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x104641580895453184",2011-08-19 19:51:11,"x25073877","realDonaldTrump","@BarackObama is sure a master delegator. He has sent @Joe_Biden to China. The Chinese are laughing at us. We MUST do better.","Twitter Web Client",124,,"x813286","BarackObama",FALSE,FALSE,41,98,,,,,,,,,,,,,,"x813286 27524286","BarackObama Joe_Biden","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x99210286686408704",2011-08-04 20:09:10,"x25073877","realDonaldTrump","China demanded that we raise our debt ceiling and then their rating agency downgraded us. Our leaders are hope… (cont) http://deck.ly/~x0TDx","TweetDeck",140,,,,FALSE,FALSE,26,192,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x106032417000800257",2011-08-23 15:57:52,"x25073877","realDonaldTrump","We  spent over a billion on Libya and lead the way---why is Europe getting the oil?","TweetDeck",83,,,,FALSE,FALSE,37,304,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x100984825103663104",2011-08-09 17:40:33,"x25073877","realDonaldTrump","The S&P are losers. They did this for personal publicity in order to straighten out their terrible reputatio… (cont) http://deck.ly/~PgL6v","TweetDeck",138,,,,FALSE,FALSE,21,205,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x101373840323645440",2011-08-10 19:26:21,"x25073877","realDonaldTrump","The Fed continues to flood the market with US dollars. Wrong move.","TweetDeck",66,,,,FALSE,FALSE,93,276,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x101358470187589632",2011-08-10 18:25:17,"x25073877","realDonaldTrump","Oil is starting to rise again despite the horrible times. OPEC continues to rip us off. Not worth $30. New leadership needed.","TweetDeck",125,,,,FALSE,FALSE,12,228,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x106800317403897857",2011-08-25 18:49:14,"x25073877","realDonaldTrump","America needs a President who can negotiate better deals for the American People.","TweetDeck",81,,,,FALSE,FALSE,1588,1991,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x104569407761690624",2011-08-19 15:04:24,"x25073877","realDonaldTrump","You can listen to my interview today with Jay Sekulow Live and the @JordanSekulow show here http://t.co/9zRgbiE  @12PM EST.","Twitter Web Client",123,,,,FALSE,FALSE,9,29,,,"aclj.org","http://t.co/9zRgbiE","http://aclj.org/",,,,,,,,,"x20686232 37942962","JordanSekulow 12pm","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x108933866936475648",2011-08-31 16:07:12,"x25073877","realDonaldTrump","Libya is being taken over by Islamic radicals---with @BarackObama's open support.","TweetDeck",81,,,,FALSE,FALSE,679,814,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x106442599031783424",2011-08-24 19:07:47,"x25073877","realDonaldTrump","There usually is an easy solution to every problem. For instance, a lot of our country's problems can be solved in next year's election.","TweetDeck",136,,,,FALSE,FALSE,71,513,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x104197862937726976",2011-08-18 14:28:01,"x25073877","realDonaldTrump","@MacMiller will enjoy today's #trumpvlog... http://t.co/rmY8UDE","Twitter Web Client",63,,"x23065354","MacMiller",FALSE,FALSE,79,285,"trumpvlog",,"bit.ly/pcnVLY","http://t.co/rmY8UDE","http://bit.ly/pcnVLY",,,,,,,,,"x23065354","MacMiller","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x107151197537976322",2011-08-26 18:03:30,"x25073877","realDonaldTrump","More and more Americans seem fed up with both Parties----I agree.","TweetDeck",65,,,,FALSE,FALSE,354,421,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x107091854092279808",2011-08-26 14:07:42,"x25073877","realDonaldTrump","Why did @BarackObama and his family travel separately to Martha's Vineyard? They love to extravagantly spend on the taxpayers' dime.","TweetDeck",132,,,,FALSE,FALSE,1360,2305,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x103158206498476032",2011-08-15 17:36:47,"x25073877","realDonaldTrump","@BarackObama played golf yesterday. Now he  heads to a 10 day vacation in Martha's Vineyard.  Nice work ethic.","TweetDeck",110,,"x813286","BarackObama",FALSE,FALSE,926,1616,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x103131233285976064",2011-08-15 15:49:36,"x25073877","realDonaldTrump","Reporters say it's the Trump Bump---I tell CNBC I am buying stocks--- and the market goes up.","TweetDeck",93,,,,FALSE,FALSE,22,126,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x108592737472880640",2011-08-30 17:31:40,"x25073877","realDonaldTrump","ObamaCare must be fully repealed or it will destroy America's small businesses.","TweetDeck",79,,,,FALSE,FALSE,285,465,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x108202057441345536",2011-08-29 15:39:15,"x25073877","realDonaldTrump","Iran admits to aiding the Libyan ""Rebels"" and Ahmadinejad received a letter of thanks - when will Washington learn? http://t.co/pitnjx3","Twitter Web Client",135,,,,FALSE,FALSE,23,139,,,"bit.ly/paSPy1","http://t.co/pitnjx3","http://bit.ly/paSPy1",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x106818789676552192",2011-08-25 20:02:38,"x25073877","realDonaldTrump","I'm very proud of the work my son @EricTrump has been doing with the @EricTrumpFDN, take a look... http://t.co/YuqnD55","Twitter Web Client",118,,,,FALSE,FALSE,19,40,,,"bit.ly/oUhkE2","http://t.co/YuqnD55","http://bit.ly/oUhkE2",,,,,,,,,"x39349894 154567275","EricTrump EricTrumpFdn","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x103192686349131776",2011-08-15 19:53:48,"x25073877","realDonaldTrump","China is a threat to America. They are not our friend.","TweetDeck",54,,,,FALSE,FALSE,67,486,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x104624327122616322",2011-08-19 18:42:38,"x25073877","realDonaldTrump","@BarackObama’s new job plan will certainly do the following – 1. Not create any jobs. 2. Borrow more money from China. ","Twitter Web Client",119,,"x813286","BarackObama",FALSE,FALSE,24,112,,,,,,,,,,,,,,"x813286","BarackObama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x102439965329330176",2011-08-13 18:02:45,"x25073877","realDonaldTrump","Economic growth can save Social Security, Medicare and America.","TweetDeck",63,,,,FALSE,FALSE,28,154,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x98783201190875136",2011-08-03 15:52:05,"x25073877","realDonaldTrump","I believe America can be great only with proper leadership.","TweetDeck",59,,,,FALSE,FALSE,213,356,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x108570669423394816",2011-08-30 16:03:59,"x25073877","realDonaldTrump","If the UN unilaterally grants the Palestinians statehood, then the US should cut off all its funding. Actions have consequences.","TweetDeck",128,,,,FALSE,FALSE,18,160,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x111166172237529088",2011-09-06 19:57:35,"x25073877","realDonaldTrump","The UN is about to use its Assembly to attack @Israel. We should defund the UN entirely if they can't act resp… (cont) http://t.co/L0CkuK9","TweetDeck",138,,,,FALSE,FALSE,75,219,,,"deck.ly/~VKD5c","http://t.co/L0CkuK9","http://deck.ly/~VKD5c",,,,,,,,,"x52660746","Israel","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x106084327581949952",2011-08-23 19:24:09,"x25073877","realDonaldTrump","As bad as Qaddafi was---what comes next in Libya will be worse---just watch.","TweetDeck",76,,,,FALSE,FALSE,4656,7477,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x103217810599182336",2011-08-15 21:33:38,"x25073877","realDonaldTrump","A good example of how our country wastes money... http://t.co/iWRhaUy #trumpvlog","Twitter Web Client",80,,,,FALSE,FALSE,24,117,"trumpvlog",,"bit.ly/qPQhAn","http://t.co/iWRhaUy","http://bit.ly/qPQhAn",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x109291559324876800",2011-09-01 15:48:32,"x25073877","realDonaldTrump","My interview with @gretawire last night -- ""Everything Obama Does is a 'Campaign Speech'""  http://t.co/n1M1NQc","TweetDeck",110,,,,FALSE,FALSE,15,75,,,"fxn.ws/omLgMc","http://t.co/n1M1NQc","http://fxn.ws/omLgMc",,,,,,,,,"x2885573474","gretawire","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
